neo,desn,absolute_magnitude,magnitude_slope,epoch,mean_anomaly,argument_of_perihelion,longitude_of_the_ascending node,inclination,eccentricity,mean_motion,semi_major_axis,ref1,ref2,observations,oppostion,time_of_perihelion_passage, rms_residual,Polarization,rotation_period,computer,classification,desn,label,last _observation
0,V1261,14.5,0.15,K161D,91.02467,92.05113,144.54824,14.61331,0.1610354,0.12567954,3.9472351,0,MPO352906,186,10,2000-2015,0.36,M-v,38h,MPCLINUX,8,-311261,2005 EA95,20151002
0,V1592,13.1,0.15,K161D,116.88538,218.16498,263.21703,17.76385,0.04575,0.08108222,5.2867119,0,MPO341969,75,7,2006-2015,0.32,M-v,38h,MPCLINUX,9,-311592,2006 JC42,20150624
0,V1615,12.9,0.15,K161D,244.26327,56.91001,304.03316,11.99028,0.035659,0.08288389,5.2098191,0,MPO338973,127,12,2000-2015,0.43,M-v,38h,MPCLINUX,9,-311615,2006 PP31,20150515
0,V1997,13.5,0.15,K161D,127.97513,167.48902,268.13784,5.94559,0.0719592,0.08294579,5.2072268,0,MPO338974,111,7,2007-2015,0.32,M-v,38h,MPCLINUX,9,-311997,2007 MW2,20150415
0,V2001,13.2,0.15,K161D,89.32654,348.17467,136.07304,17.95336,0.1207234,0.08354387,5.1823452,0,MPO341969,165,9,2001-2015,0.39,M-v,38h,MPCLINUX,9,-312001,2007 PK2,20150606
0,V2023,13.8,0.15,K161D,194.63244,241.86577,154.75754,4.35177,0.0266341,0.07932434,5.3645307,0,MPO341969,135,8,1995-2015,0.4,M-v,38h,MPCLINUX,9,-312023,2007 RT75,20150421
0,V2457,13,0.15,K161D,184.93139,232.29038,170.90899,15.8489,0.0908478,0.08102518,5.2891927,0,MPO368148,158,13,2001-2016,0.38,M-v,38h,MPCLINUX,9,-312457,2008 QH42,20160213
0,V2458,14,0.15,K161D,167.61326,196.52819,229.15869,3.73106,0.0518787,0.08193636,5.2499069,0,MPO334713,83,7,2008-2015,0.34,M-v,38h,MPCLINUX,9,-312458,2008 QS42,20150318
0,V2459,12.8,0.15,K161D,237.79267,232.37313,119.91371,24.05761,0.0876953,0.08287472,5.2102031,0,MPO338974,121,9,2002-2015,0.43,M-v,38h,MPCLINUX,9,-312459,2008 QG44,20150416
0,V2461,13.6,0.15,K161D,232.58509,54.46057,302.35133,6.25482,0.0284259,0.08495666,5.1247313,0,MPO338974,93,8,2000-2015,0.41,M-v,38h,MPCLINUX,9,-312461,2008 RK14,20150526
0,V2462,14.2,0.15,K161D,142.93077,130.76918,324.22532,5.68598,0.0615844,0.08449403,5.1434204,0,MPO341970,95,8,2007-2015,0.27,M-v,38h,MPCLINUX,9,-312462,2008 RG17,20150619
0,V2463,13,0.15,K161D,229.21559,12.99073,344.25753,8.51223,0.0604443,0.08344116,5.1865968,0,MPO338974,177,8,1996-2015,0.39,M-v,38h,MPCLINUX,9,-312463,2008 RZ20,20150519
0,V2464,14,0.15,K161D,193.32258,243.89252,157.01907,4.15322,0.0786207,0.08293784,5.2075595,0,MPO338974,127,8,2006-2015,0.35,M-v,38h,MPCLINUX,9,-312464,2008 RD46,20150424
0,V2465,14,0.15,K161D,189.61644,226.09194,170.53948,3.16446,0.0847432,0.08328512,5.1930731,0,MPO338974,100,8,1996-2015,0.34,M-v,38h,MPCLINUX,9,-312465,2008 RJ109,20150421
0,V2466,13.8,0.15,K161D,359.98922,308.82335,278.53148,4.59508,0.0534468,0.08203859,5.2455447,0,MPO338974,74,9,2003-2015,0.29,M-v,38h,MPCLINUX,9,-312466,2008 RZ122,20150519
0,V2467,13.9,0.15,K161D,139.11244,94.54262,4.03149,5.42735,0.0600283,0.08389934,5.1676966,0,MPO338974,100,9,2002-2015,0.35,M-v,38h,MPCLINUX,9,-312467,2008 SH50,20150521
0,V2468,14.1,0.15,K161D,164.15548,256.96731,149.27369,8.28601,0.051555,0.08572354,5.0941215,0,MPO368148,77,10,2002-2016,0.33,M-v,38h,MPCLINUX,9,-312468,2008 SY61,20160210
0,V2469,13.9,0.15,K161D,183.09588,291.82183,114.57664,0.66262,0.1016922,0.08275854,5.2150782,0,MPO338974,114,8,2003-2015,0.37,M-v,38h,MPCLINUX,9,-312469,2008 SN83,20150525
0,V2471,12.9,0.15,K161D,185.0023,36.47936,7.20402,11.10446,0.095325,0.08230794,5.2340945,0,MPO338974,138,8,2002-2015,0.4,M-v,38h,MPCLINUX,9,-312471,2008 ST153,20150518
0,V2472,14.1,0.15,K161D,132.51172,175.45719,288.83735,7.72846,0.0567175,0.0823762,5.2312027,0,MPO341970,97,10,1996-2015,0.28,M-v,38h,MPCLINUX,9,-312472,2008 SX216,20150618
0,V2474,13.2,0.15,K161D,216.26978,189.90267,181.4305,6.99835,0.0718503,0.08101018,5.2898452,0,MPO338974,148,10,2002-2015,0.39,M-v,38h,MPCLINUX,9,-312474,2008 SP252,20150506
0,V2475,14.2,0.15,K161D,205.71245,241.65947,144.48556,5.0819,0.0385749,0.07956528,5.3536955,0,MPO338974,80,8,2001-2015,0.35,M-v,38h,MPCLINUX,9,-312475,2008 SW275,20150415
0,V2476,13.2,0.15,K161D,189.66061,17.028,17.74124,24.15949,0.0354365,0.08068161,5.3041975,0,MPO338974,127,7,2002-2015,0.37,M-v,38h,MPCLINUX,9,-312476,2008 SJ277,20150519
0,V2477,13.8,0.15,K161D,218.27665,103.28181,269.73542,6.57971,0.0675354,0.08367693,5.1768498,0,MPO334713,67,7,1996-2015,0.32,M-v,38h,MPCLINUX,9,-312477,2008 SD278,20150328
0,V2478,13.3,0.15,K161D,196.78,265.53174,137.19596,9.40427,0.088557,0.08219107,5.2390549,0,MPO338974,152,8,2002-2015,0.41,M-v,38h,MPCLINUX,9,-312478,2008 SN293,20150526
0,V2479,14.2,0.15,K161D,113.69311,207.47527,278.96581,2.94972,0.0659032,0.08376371,5.1732737,0,MPO341970,110,8,2007-2015,0.3,M-v,38h,MPCLINUX,9,-312479,2008 TX35,20150618
0,V2480,13.3,0.15,K161D,214.37384,176.66833,201.37253,12.32551,0.0562423,0.08370358,5.175751,0,MPO338974,130,10,1995-2015,0.38,M-v,38h,MPCLINUX,9,-312480,2008 TN49,20150524
0,V2482,13.5,0.15,K161D,195.07895,140.50537,262.44656,7.04293,0.0307124,0.08179235,5.2560675,0,MPO345861,102,7,2002-2015,0.31,M-v,38h,MPCLINUX,9,-312482,2008 TE127,20150603
0,V2483,14,0.15,K161D,190.64758,323.65148,85.08484,3.18994,0.0716848,0.08488789,5.1274988,0,MPO338974,109,10,2000-2015,0.27,M-v,38h,MPCLINUX,9,-312483,2008 TD174,20150524
0,V2484,13.7,0.15,K161D,209.57475,33.51142,348.47167,5.0499,0.0630837,0.08166724,5.2614342,0,MPO334713,105,7,2007-2015,0.37,M-v,38h,MPCLINUX,9,-312484,2008 UL15,20150328
0,V2486,13.9,0.15,K161D,174.32039,269.2744,149.64528,5.20686,0.0703273,0.0813724,5.2741357,0,MPO338974,98,8,1995-2015,0.37,M-v,38h,MPCLINUX,9,-312486,2008 UE190,20150520
0,V2487,13.4,0.15,K161D,176.45592,181.35418,249.04052,5.61863,0.0348963,0.08216799,5.240036,0,MPO341970,121,8,2001-2015,0.27,M-v,38h,MPCLINUX,9,-312487,2008 UZ235,20150619
0,V2608,14.1,0.15,K161D,165.08286,13.74552,42.84,9.55927,0.0438664,0.08216267,5.2402623,0,MPO338974,72,8,2003-2015,0.39,M-v,38h,MPCLINUX,9,-312608,2009 RU53,20150411
0,V2609,13.4,0.15,K161D,144.67539,11.79802,64.63203,5.10696,0.0471348,0.08132685,5.2761048,0,MPO338974,163,7,2002-2015,0.3,M-v,38h,MPCLINUX,9,-312609,2009 RW55,20150507
0,V2610,13.3,0.15,K161D,147.86678,48.67074,16.38835,4.45687,0.0743229,0.08325799,5.1942014,0,MPO338974,144,8,2002-2015,0.34,M-v,38h,MPCLINUX,9,-312610,2009 RA63,20150511
0,V2611,14.1,0.15,K161D,204.36668,228.76974,147.05294,3.78943,0.0775301,0.08379135,5.1721358,0,MPO338974,76,12,1996-2015,0.29,M-v,38h,MPCLINUX,9,-312611,2009 RY68,20150511
0,V2612,13.7,0.15,K161D,69.95251,71.49976,85.16638,6.80263,0.0366611,0.08477483,5.1320564,0,MPO338974,140,9,2002-2015,0.32,M-v,38h,MPCLINUX,9,-312612,2009 SE74,20150507
0,V2614,13.4,0.15,K161D,120.88619,245.62311,205.55523,12.41457,0.0842572,0.08176461,5.2572562,0,MPO338974,86,9,2001-2015,0.38,M-v,38h,MPCLINUX,9,-312614,2009 SQ120,20150511
0,V2615,14,0.15,K161D,159.17044,217.99356,219.47419,6.0049,0.144617,0.08428838,5.1517832,0,MPO294623,90,7,2001-2014,0.31,M-v,38h,MPCLINUX,9,-312615,2009 SJ137,20140429
0,V2616,14.1,0.15,K161D,140.92277,84.78808,355.93429,3.89427,0.0684225,0.08492738,5.1259092,0,MPO338974,65,8,2002-2015,0.32,M-v,38h,MPCLINUX,9,-312616,2009 SF141,20150511
0,V2617,13.4,0.15,K161D,111.36804,108.25652,2.42819,10.29144,0.0664111,0.08433223,5.1499973,0,MPO338975,103,9,2002-2015,0.28,M-v,38h,MPCLINUX,9,-312617,2009 SZ199,20150423
0,V2618,14.5,0.15,K161D,170.99652,247.921,158.04471,8.09452,0.1762647,0.08254841,5.2239246,0,MPO258227,54,5,2008-2013,0.36,M-v,38h,MPCLINUX,9,-312618,2009 SQ246,20130304
0,V2619,13.7,0.15,K161D,144.95697,259.08841,178.45755,14.38128,0.1368669,0.08209026,5.2433432,0,MPO338975,147,8,2000-2015,0.33,M-v,38h,MPCLINUX,9,-312619,2009 SS246,20150526
0,V2620,14.2,0.15,K161D,143.7456,173.23905,262.40415,6.16053,0.0961554,0.08028247,5.3217634,0,MPO294623,59,7,1996-2014,0.36,M-v,38h,MPCLINUX,9,-312620,2009 SA252,20140428
0,V2621,13.9,0.15,K161D,161.59555,24.93493,31.96355,8.62876,0.0772983,0.08531104,5.1105294,0,MPO338975,85,7,1998-2015,0.31,M-v,38h,MPCLINUX,9,-312621,2009 SZ269,20150420
0,V2622,13.6,0.15,K161D,214.68801,305.78345,49.46571,8.20169,0.027829,0.08136845,5.2743064,0,MPO338975,69,5,2003-2015,0.37,M-v,38h,MPCLINUX,9,-312622,2009 SH313,20150424
0,V2623,14.2,0.15,K161D,146.97115,317.76814,126.96891,3.33411,0.1621313,0.08445642,5.1449473,0,MPO338975,124,8,2001-2015,0.3,M-v,38h,MPCLINUX,9,-312623,2009 SQ346,20150511
0,V2624,14,0.15,K161D,162.30808,156.42659,266.71248,5.70645,0.1417392,0.08344469,5.1864506,0,MPO294623,91,7,2007-2014,0.3,M-v,38h,MPCLINUX,9,-312624,2009 SB355,20140428
0,V2625,14.1,0.15,K161D,156.60475,163.49196,277.62817,4.07816,0.0891497,0.08594734,5.0852749,0,MPO338975,91,7,2008-2015,0.36,M-v,38h,MPCLINUX,9,-312625,2009 SK356,20150512
0,V2626,12.8,0.15,K161D,154.14116,346.97707,82.41708,9.46701,0.1028523,0.08088227,5.2954211,0,MPO341970,224,9,2000-2015,0.43,M-v,38h,MPCLINUX,9,-312626,2009 TU15,20150604
0,V2627,13.3,0.15,K161D,152.11915,299.52044,132.55179,7.27733,0.1697616,0.08223105,5.2373567,0,MPO338975,189,10,2000-2015,0.39,M-v,38h,MPCLINUX,9,-312627,2009 TS26,20150421
0,V2628,14.2,0.15,K161D,159.2398,219.4072,211.64433,10.21319,0.0824874,0.08124454,5.2796677,0,MPO338975,75,7,2008-2015,0.29,M-v,38h,MPCLINUX,9,-312628,2009 UA36,20150511
0,V2629,13.9,0.15,K161D,132.94181,24.32269,80.78631,4.69171,0.0299789,0.08133591,5.2757128,0,MPO338975,123,9,2003-2015,0.26,M-v,38h,MPCLINUX,9,-312629,2009 UB101,20150524
0,V2630,13.4,0.15,K161D,183.85226,352.51288,61.60669,7.89525,0.0141414,0.08127328,5.2784229,0,MPO338975,151,8,2003-2015,0.35,M-v,38h,MPCLINUX,9,-312630,2009 UB107,20150524
0,V2631,12.9,0.15,K161D,159.93391,319.03675,106.40878,22.53573,0.1424208,0.08120644,5.2813189,0,MPO345861,154,7,2002-2015,0.44,M-v,38h,MPCLINUX,9,-312631,2009 UR145,20150702
0,V2632,13,0.15,K161D,49.26449,307.16377,219.33742,17.3669,0.1341626,0.08152709,5.2674622,0,MPO338975,148,9,2002-2015,0.34,M-v,38h,MPCLINUX,9,-312632,2009 UY148,20150519
0,V2633,13.3,0.15,K161D,160.19724,182.14451,259.53587,13.3708,0.0582598,0.08296591,5.206385,0,MPO341970,74,8,2001-2015,0.32,M-v,38h,MPCLINUX,9,-312633,2009 WE5,20150619
0,V2634,13.9,0.15,K161D,194.20241,336.69042,70.96126,7.41066,0.0167831,0.08354657,5.1822333,0,MPO338975,108,8,2003-2015,0.32,M-v,38h,MPCLINUX,9,-312634,2009 WM59,20150524
0,V2635,14.1,0.15,K161D,171.49409,304.42005,125.51466,3.61841,0.0124772,0.08374839,5.1739043,0,MPO338975,96,9,2001-2015,0.35,M-v,38h,MPCLINUX,9,-312635,2009 WC221,20150522
0,V2636,14,0.15,K161D,146.67573,319.76345,128.77926,3.62938,0.0642077,0.07996578,5.3358048,0,MPO338975,120,10,2000-2015,0.3,M-v,38h,MPCLINUX,9,-312636,2009 WG229,20150524
0,V2637,13.2,0.15,K161D,116.42864,188.94848,285.07996,17.5382,0.1333395,0.08388909,5.1681177,0,MPO258227,79,6,2001-2013,0.44,M-v,38h,MPCLINUX,9,-312637,2010 AP85,20130303
0,V2638,13.3,0.15,K161D,160.98472,300.98256,122.55246,15.47209,0.0828121,0.08305494,5.2026635,0,MPO368150,126,9,2003-2015,0.37,M-v,38h,MPCLINUX,9,-312638,2010 AP111,20150519
0,V2639,13.3,0.15,K161D,190.49555,274.84988,120.64252,18.616,0.1029967,0.0840203,5.1627358,0,MPO334714,110,9,2001-2015,0.37,M-v,38h,MPCLINUX,9,-312639,2010 BX15,20150319
0,V2640,13.3,0.15,K161D,187.22417,126.55583,279.51961,11.37351,0.051337,0.08564866,5.0970902,0,MPO334714,97,8,2007-2015,0.36,M-v,38h,MPCLINUX,9,-312640,2010 BJ43,20150329
0,V2641,13,0.15,K161D,146.09015,346.47205,108.06745,17.20345,0.1544383,0.08283617,5.2118195,0,MPO341970,185,9,2000-2015,0.44,M-v,38h,MPCLINUX,9,-312641,2010 BF52,20150619
0,V2642,13.4,0.15,K161D,151.76636,154.98148,288.20763,10.83186,0.0466371,0.08409237,5.1597855,0,MPO338975,155,9,1995-2015,0.24,M-v,38h,MPCLINUX,9,-312642,2010 BH62,20150522
0,V2643,13.1,0.15,K161D,268.72111,218.77732,100.41538,17.09149,0.04738,0.08239625,5.2303541,0,MPO341970,87,9,2003-2015,0.39,M-v,38h,MPCLINUX,9,-312643,2010 BZ111,20150605
0,V2645,5.5,0.15,K161D,0.93189,351.95955,205.03409,18.8583,0.3116068,0.00296184,48.0206981,2,MPO368150,81,8,1983-2012,0.3,M-v,38h,MPCLINUX,000A,-312645,2010 EP65,20120414
0,V2661,15.4,0.15,K161D,225.54507,99.55992,266.75267,1.41832,0.261113,0.12278341,4.0090633,0,MPO264793,86,5,1994-2013,0.42,M-v,38h,MPCLINUX,8,-312661,2010 KL114,20130210
0,V2700,13.4,0.15,K161D,106.06844,189.72324,270.97276,14.72436,0.1532502,0.0842483,5.153417,0,MPO338975,90,7,2002-2015,0.44,M-v,38h,MPCLINUX,9,-312700,2010 OY75,20150401
0,V2707,12.6,0.15,K161D,80.15211,212.99973,271.19956,17.86863,0.0607554,0.08341059,5.1878639,0,MPO338975,115,8,2002-2015,0.38,M-v,38h,MPCLINUX,9,-312707,2010 PV25,20150424
0,V2716,13.3,0.15,K161D,122.58401,45.9727,49.18229,29.8971,0.0599474,0.08158167,5.2651126,0,MPO341970,124,7,2002-2015,0.31,M-v,38h,MPCLINUX,9,-312716,2010 RA31,20150608
0,V2766,13.1,0.15,K161D,237.91932,99.03241,236.31179,17.10268,0.0183331,0.08224393,5.2368099,0,MPO338975,88,8,2003-2015,0.37,M-v,38h,MPCLINUX,9,-312766,2010 UW14,20150518
0,V2770,13.9,0.15,K161D,139.0359,69.30443,6.61806,4.49355,0.0659984,0.08009071,5.3302546,0,MPO338975,83,7,2008-2015,0.38,M-v,38h,MPCLINUX,9,-312770,2010 UF56,20150511
0,V2773,13.4,0.15,K161D,31.43568,305.97619,243.8927,19.4729,0.0504773,0.08385937,5.1693388,0,MPO338975,51,6,2003-2015,0.37,M-v,38h,MPCLINUX,9,-312773,2010 UW82,20150401
0,V2775,13.5,0.15,K161D,86.83699,18.1372,114.9782,9.83803,0.0245114,0.08508337,5.119642,0,MPO338975,133,7,2003-2015,0.36,M-v,38h,MPCLINUX,9,-312775,2010 UP97,20150520
0,V2778,12.8,0.15,K161D,145.42593,329.99993,106.70601,15.27966,0.1149164,0.08285216,5.2111489,0,MPO341970,170,11,2000-2015,0.43,M-v,38h,MPCLINUX,9,-312778,2010 VA30,20150607
0,V2779,13,0.15,K161D,135.71215,204.05364,237.42739,24.43545,0.1839319,0.0825177,5.2252207,0,MPO368151,86,8,1997-2015,0.47,M-v,38h,MPCLINUX,9,-312779,2010 VY33,20150616
0,V2782,12.9,0.15,K161D,291.74504,40.39282,247.29106,22.27385,0.0317162,0.08433561,5.1498598,0,MPO338975,74,8,2005-2015,0.4,M-v,38h,MPCLINUX,9,-312782,2010 VB46,20150331
0,V2786,13.3,0.15,K161D,148.83575,332.52242,96.93692,13.15537,0.0530207,0.08121919,5.2807664,0,MPO338975,118,8,1997-2015,0.3,M-v,38h,MPCLINUX,9,-312786,2010 VC96,20150520
0,V2787,12.9,0.15,K161D,186.36312,140.4417,235.75552,29.8228,0.0245869,0.08375017,5.1738311,0,MPO321619,70,9,2003-2014,0.4,M-v,38h,MPCLINUX,9,-312787,2010 VA114,20141230
0,V2788,13.4,0.15,K161D,170.99043,167.64229,248.4082,8.74213,0.1504401,0.08188829,5.2519611,0,MPO291888,68,7,1995-2014,0.46,M-v,38h,MPCLINUX,9,-312788,2010 VF127,20140408
0,V2791,13.9,0.15,K161D,141.64826,158.65999,263.09198,2.12344,0.0802368,0.08232835,5.2332295,0,MPO338975,112,11,1998-2015,0.3,M-v,38h,MPCLINUX,9,-312791,2010 VT164,20150415
0,V2793,13.7,0.15,K161D,70.42528,83.97479,77.44151,4.59048,0.0747276,0.08452962,5.1419766,0,MPO338975,190,9,2003-2015,0.33,M-v,38h,MPCLINUX,9,-312793,2010 VR180,20150520
0,V2796,13.7,0.15,K161D,198.77443,318.83544,62.66814,2.63921,0.0265978,0.08237372,5.2313078,0,MPO338975,108,8,2004-2015,0.3,M-v,38h,MPCLINUX,9,-312796,2010 WQ21,20150409
0,V2797,14,0.15,K161D,104.47832,64.27898,61.34579,5.15389,0.0965094,0.08143544,5.2714135,0,MPO338975,121,8,2002-2015,0.31,M-v,38h,MPCLINUX,9,-312797,2010 WC22,20150522
0,V2798,14.1,0.15,K161D,144.19317,65.12216,20.48271,3.30152,0.1668559,0.08387874,5.1685428,0,MPO338975,91,7,2008-2015,0.29,M-v,38h,MPCLINUX,9,-312798,2010 WC27,20150522
0,V2799,13.6,0.15,K161D,199.01948,94.71108,282.87759,6.7287,0.099142,0.0836782,5.1767971,0,MPO345862,118,8,2007-2015,0.31,M-v,38h,MPCLINUX,9,-312799,2010 WF54,20150603
0,V2801,13.8,0.15,K161D,113.44371,42.81729,79.65118,4.23007,0.0790158,0.08382979,5.1705547,0,MPO341970,99,10,1998-2015,0.29,M-v,38h,MPCLINUX,9,-312801,2010 WO66,20150620
0,V2802,12.7,0.15,K161D,129.51987,357.99426,100.01586,22.62401,0.0445901,0.0835718,5.1811904,0,MPO345863,184,11,2000-2015,0.41,M-v,38h,MPCLINUX,9,-312802,2010 XM5,20150701
0,V2803,13.5,0.15,K161D,100.49002,175.54259,314.17193,8.22436,0.0988605,0.08190414,5.2512835,0,MPO338975,120,8,2001-2015,0.32,M-v,38h,MPCLINUX,9,-312803,2010 XD71,20150519
0,V2804,13.5,0.15,K161D,142.78994,245.72609,204.64462,6.98759,0.1095577,0.08274511,5.2156425,0,MPO338975,149,12,1995-2015,0.32,M-v,38h,MPCLINUX,9,-312804,2010 XQ79,20150522
0,V2805,13.8,0.15,K161D,129.0846,319.31623,142.98499,7.53487,0.0585606,0.08123876,5.2799183,0,MPO338975,120,10,1995-2015,0.3,M-v,38h,MPCLINUX,9,-312805,2010 XN80,20150525
0,V2806,13.3,0.15,K161D,182.29538,289.76155,116.69785,10.56433,0.0344913,0.08399448,5.1637939,0,MPO338975,160,9,2001-2015,0.31,M-v,38h,MPCLINUX,9,-312806,2010 XG85,20150520
0,V2807,13.4,0.15,K161D,156.91125,129.52522,305.95889,8.54384,0.046278,0.08312211,5.1998603,0,MPO338975,105,8,1996-2015,0.3,M-v,38h,MPCLINUX,9,-312807,2010 XM87,20150514
0,V2820,15.3,0.15,K161D,155.13952,225.68641,175.86461,4.96131,0.1561639,0.12669762,3.9260613,0,MPO338976,98,8,2004-2015,0.27,M-v,38h,MPCLINUX,8,-312820,2011 SG31,20150410
0,V2948,13.2,0.15,K161D,163.40102,81.53472,348.77822,15.41486,0.0240111,0.08111193,5.2854206,0,MPO338976,137,9,1995-2015,0.38,M-v,38h,MPCLINUX,9,-312948,1995 SF80,20150525
0,V2955,14.2,0.15,K161D,251.05691,333.43665,1.38052,6.07522,0.0694699,0.0834251,5.1872626,0,MPO338976,76,9,1996-2015,0.34,M-v,38h,MPCLINUX,9,-312955,1996 RB19,20150518
0,V2961,13.7,0.15,K161D,148.08095,64.59279,18.97236,6.13617,0.0817296,0.08231361,5.233854,0,MPO338976,130,9,1997-2015,0.29,M-v,38h,MPCLINUX,9,-312961,1997 SG30,20150524
0,V2962,14,0.15,K161D,195.81261,5.71274,19.64325,4.8099,0.2122151,0.08258823,5.2222454,0,MPO291888,83,7,1997-2014,0.44,M-v,38h,MPCLINUX,9,-312962,1997 SM30,20140324
0,V3022,13.9,0.15,K161D,163.51731,121.14958,300.13336,9.83482,0.1493303,0.08208274,5.2436637,0,MPO258230,75,7,1999-2013,0.34,M-v,38h,MPCLINUX,9,-313022,1999 YR12,20130304
0,V3024,13.7,0.15,K161D,190.29855,303.46367,103.99711,8.82302,0.0835815,0.08344853,5.1862913,0,MPO334714,74,8,1999-2015,0.42,M-v,38h,MPCLINUX,9,-313024,2000 AV210,20150321
0,V3142,13.5,0.15,K161D,197.15113,53.75642,335.50584,14.08913,0.0428092,0.07996121,5.3360081,0,MPO338976,73,8,2001-2015,0.34,M-v,38h,MPCLINUX,9,-313142,2001 DM2,20150514
0,V3206,15,0.15,K161D,285.7033,219.25529,121.80917,3.37885,0.2656904,0.12243353,4.0166976,0,MPO338976,91,7,2001-2015,0.47,M-v,38h,MPCLINUX,8,-313206,2001 RS52,20150421
0,V3215,15.5,0.15,K161D,316.36492,180.78439,145.05167,3.38197,0.1887919,0.12536226,3.9538924,0,MPO338976,49,5,2001-2015,0.44,M-v,38h,MPCLINUX,8,-313215,2001 SB193,20150510
0,V3220,15.4,0.15,K161D,310.7976,168.63842,171.3584,2.44193,0.1422105,0.12528783,3.955458,0,MPO368154,53,7,2001-2015,0.43,M-v,38h,MPCLINUX,8,-313220,2001 SC284,20150521
0,V3303,13.5,0.15,K161D,105.8364,310.28022,144.25242,14.75236,0.0389496,0.08348258,5.1848814,0,MPO368155,86,7,2001-2016,0.44,M-v,38h,MPCLINUX,9,-313303,2002 CU269,20160211
0,V3323,13.6,0.15,K161D,167.10923,77.38429,358.58391,7.14653,0.0949045,0.08464229,5.1374127,0,MPO341971,112,10,1997-2015,0.39,M-v,38h,MPCLINUX,9,-313323,2002 EJ152,20150619
0,V3357,13,0.15,K161D,127.65843,293.59909,179.93781,32.14836,0.0819066,0.08274578,5.2156144,0,MPO368155,130,10,2001-2015,0.35,M-v,38h,MPCLINUX,9,-313357,2002 GU146,20150701
0,V3580,13.2,0.15,K161D,152.46635,253.58436,164.48365,29.00262,0.0458103,0.08492421,5.1260368,0,MPO368159,108,10,2002-2016,0.3,M-v,38h,MPCLINUX,9,-313580,2003 EM51,20160210
0,V3801,14.8,0.15,K161D,126.78491,96.68717,107.08672,3.99838,0.1358476,0.12517384,3.9578591,0,MPO352924,150,7,2004-2015,0.42,M-v,38h,MPCLINUX,8,-313801,2004 BH13,20151002
0,V3822,14.6,0.15,K161D,159.98023,56.56594,122.18048,5.12773,0.0871692,0.12699275,3.9199762,0,MPO352924,135,9,1999-2015,0.39,M-v,38h,MPCLINUX,8,-313822,2004 BS146,20151002
0,V3896,13,0.15,K161D,173.79754,263.7771,149.28864,15.96702,0.0918357,0.08009867,5.3299013,0,MPO338976,122,8,2004-2015,0.31,M-v,38h,MPCLINUX,9,-313896,2004 KY18,20150519
0,V4106,14.7,0.15,K161D,117.73689,158.67114,52.20574,11.04106,0.167985,0.12621473,3.9360688,0,MPO352927,126,6,2005-2015,0.37,M-v,38h,MPCLINUX,8,-314106,2005 EO79,20151015
0,V4165,15.1,0.15,K161D,122.45363,189.38401,12.51685,10.58829,0.1549384,0.12393747,3.9841373,0,MPO345866,91,7,1997-2015,0.36,M-v,38h,MPCLINUX,8,-314165,2005 GF25,20150810
0,V4176,14.4,0.15,K161D,115.63991,123.99245,90.24049,12.05548,0.0893274,0.12493313,3.9629413,0,MPO345866,107,8,2004-2015,0.42,M-v,38h,MPCLINUX,8,-314176,2005 GW111,20150806
0,V4181,15,0.15,K161D,159.60481,19.34679,162.11334,8.03314,0.1898911,0.1253731,3.9536645,0,MPO348904,110,10,2004-2015,0.35,M-v,38h,MPCLINUX,8,-314181,2005 GO136,20150909
0,V4191,13.8,0.15,K161D,57.86867,279.48488,227.73435,28.17554,0.0425072,0.08491868,5.1262591,0,MPO334716,61,5,2003-2015,0.27,M-v,38h,MPCLINUX,9,-314191,2005 JS119,20150324
0,V4647,15,0.15,K161D,101.73238,60.13169,161.5211,10.3735,0.1219527,0.12561844,3.9485149,0,MPO348907,109,11,1998-2015,0.3,M-v,38h,MPCLINUX,8,-314647,2006 KW101,20150906
0,V4651,13.6,0.15,K161D,191.56257,104.28928,298.98363,5.25168,0.070563,0.08109961,5.285956,0,MPO338977,95,11,1997-2015,0.3,M-v,38h,MPCLINUX,9,-314651,2006 OC2,20150425
0,V5195,13,0.15,K161D,213.95106,64.17675,324.65062,17.90477,0.0886099,0.08231804,5.2336665,0,MPO334716,150,9,2006-2015,0.41,M-v,38h,MPCLINUX,9,-315195,2007 PM40,20150328
0,V5203,13.8,0.15,K161D,296.96038,318.24459,338.33283,13.62021,0.0150185,0.08278744,5.2138644,0,MPO352936,77,7,2002-2015,0.32,M-v,38h,MPCLINUX,9,-315203,2007 QK15,20150131
0,V5204,13.7,0.15,K161D,193.46112,50.12479,350.42679,6.03152,0.0157814,0.0794593,5.3584546,0,MPO294626,80,7,2007-2014,0.28,M-v,38h,MPCLINUX,9,-315204,2007 QM15,20140428
0,V5205,13.8,0.15,K161D,113.25274,344.08907,151.74954,8.21221,0.0262887,0.08278511,5.2139625,0,MPO341973,99,7,2007-2015,0.38,M-v,38h,MPCLINUX,9,-315205,2007 QO15,20150618
0,V5208,13.1,0.15,K161D,226.94291,37.4744,336.84023,13.6391,0.0384443,0.08247787,5.226903,0,MPO338977,110,8,2001-2015,0.42,M-v,38h,MPCLINUX,9,-315208,2007 RS22,20150523
0,V5224,13.9,0.15,K161D,183.29001,273.65473,150.59204,4.49493,0.064598,0.08391637,5.1669977,0,MPO338977,92,8,2007-2015,0.31,M-v,38h,MPCLINUX,9,-315224,2007 RR154,20150524
