ewg,w,rp,v,sd,run,gl,pgk,cg,gpdh,ninaC,glt,prd,mhc,ddc,duc,eve,sli,plu,egfr,twi,zip,lsp,ve,acr,dbi,h,cyc,fz,eip,tra,rdg,ht,ant,ninaE,fas,mst,odh,tub,hb,rox,ald,mlc,jan,efi,class
1,1,1,1,0,0,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-2.96E-01,5.00E-01,4.93E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
1,1,1,1,1,1,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,-1.14E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
0,0,0,0,0,0,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1.14E-01,5.00E-01,5.00E-01,5.00E-01,2.96E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
0,0,0,0,0,0,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,4.75E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,4.93E-01,5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
0,0,0,0,1,1,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,1
0,0,0,0,0,0,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
1,1,1,1,1,0,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-1.14E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
0,0,0,0,0,0,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-1.14E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,1
0,0,0,0,1,1,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-1.14E-01,-5.00E-01,-5.00E-01,-5.00E-01,-2.96E-01,5.00E-01,4.93E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
0,0,0,1,0,0,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,4.75E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,4.93E-01,5.00E-01,5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
0,0,0,0,0,0,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1.14E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,-2.94E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.97E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
1,1,1,1,1,1,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-1.14E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
0,0,0,0,1,1,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-2.96E-01,5.00E-01,4.93E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
0,0,0,1,1,1,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1.14E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,4.93E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
1,1,1,1,1,0,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
0,1,1,1,1,0,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
1,1,1,1,1,1,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,4.75E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,4.93E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
0,0,1,1,1,1,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-1.14E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
1,1,1,1,0,0,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
1,1,1,1,1,0,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-2.96E-01,5.00E-01,-2.94E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,1
1,1,1,0,0,0,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,4.75E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,-2.94E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
1,1,1,1,0,0,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,4.75E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,4.93E-01,5.00E-01,5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
0,0,0,0,1,1,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,2.94E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.98E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
1,1,1,1,1,1,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
0,0,0,0,0,0,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,5.00E-01,5.00E-01,2.96E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
0,0,0,0,1,1,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1.14E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,4.93E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
1,1,1,1,0,0,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,4.75E-01,5.00E-01,5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
0,0,0,1,1,1,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,4.75E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,4.93E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
0,0,0,0,1,1,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-1.14E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
0,0,0,0,0,0,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-2.96E-01,5.00E-01,-2.94E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
0,0,0,0,0,0,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,2.94E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
1,1,1,1,1,1,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-2.96E-01,5.00E-01,4.93E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
0,0,0,0,0,0,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1.14E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,4.93E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
0,0,0,0,0,0,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,1.14E-01,5.00E-01,5.00E-01,5.00E-01,2.96E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
1,1,1,1,1,1,-5.00E-01,-5.00E-01,-4.95E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,2.94E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
1,1,1,1,1,1,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,4.75E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,4.93E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.97E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
1,1,1,0,0,0,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-1.14E-01,-5.00E-01,-5.00E-01,-5.00E-01,-2.96E-01,5.00E-01,4.93E-01,5.00E-01,5.00E-01,4.34E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
0,0,0,0,0,0,5.00E-01,5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,4.75E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,-2.94E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
0,0,0,1,1,1,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-4.75E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,2.94E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,-5.00E-01,1
0,0,0,0,0,0,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,4.75E-01,5.00E-01,5.00E-01,5.00E-01,4.79E-01,5.00E-01,-2.94E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
0,0,1,1,1,1,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-1.14E-01,-5.00E-01,-5.00E-01,-5.00E-01,-2.96E-01,5.00E-01,4.93E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,1
1,1,1,1,1,1,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-1.14E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
0,0,1,1,1,1,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-1.14E-01,-5.00E-01,-5.00E-01,-5.00E-01,-4.79E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,1
0,0,0,0,0,0,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,4.75E-01,5.00E-01,5.00E-01,5.00E-01,2.96E-01,-5.00E-01,-4.93E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,-5.00E-01,5.00E-01,5.00E-01,5.00E-01,5.00E-01,1
